Straßenname,Hsnr,HsnrZus,Adresse_query,lat,lon,display_name,type,category,distance_m,duration_s,shop_min_distance,shops_500m_count,shops_800m_count
Burghof,3,,"Burghof, 3, brandenburg an der havel",52.4152387,12.56601179447116,"Kurie III, 3, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,1068.7,769.5,935.6,0,0
Burghof,2,,"Burghof, 2, brandenburg an der havel",52.41496135,12.566293753245256,"2, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",retail,building,1034.9,745.1,901.8,0,0
Burghof,1,,"Burghof, 1, brandenburg an der havel",52.41492265,12.566505659068666,"1, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,building,1010.7,727.7,877.6,0,0
Burgweg,8,,"Burgweg, 8, brandenburg an der havel",52.41471945,12.567335690081524,"8, Burgweg, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",school,building,1048.9,755.2,902.4,0,0
Burgweg,5,,"Burgweg, 5, brandenburg an der havel",52.4148678,12.565568455907885,"5, Burgweg, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,922.9,664.4,930.0,0,0
Burgweg,4,,"Burgweg, 4, brandenburg an der havel",52.4149652,12.565784594685445,"4, Burgweg, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,931.1,670.4,921.7,0,0
Burgweg,4,A,"Burgweg, 4A, brandenburg an der havel",52.41552175,12.564447652892062,"4a, Burgweg, ""Zur Insel"" e.V., Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,940.5,677.1,1099.6,0,0
Burgweg,4,D,"Burgweg, 4D, brandenburg an der havel",52.41447465,12.565200650000005,"4d, Burgweg, ""Zur Insel"" e.V., Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,952.6,685.9,1111.8,0,0
Burgweg,4,B,"Burgweg, 4B, brandenburg an der havel",52.41440365,12.562567777381243,"4b, Burgweg, ""Zur Insel"" e.V., Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,1079.2,777.0,1238.3,0,0
Burgweg,3,,"Burgweg, 3, brandenburg an der havel",52.4148716,12.566049899329077,"3, Burgweg, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,954.2,687.0,898.6,0,0
Burgweg,2,,"Burgweg, 2, brandenburg an der havel",52.41485204999999,12.566170093615078,"2, Burgweg, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,962.6,693.1,890.2,0,0
Burgweg,1,,"Burgweg, 1, brandenburg an der havel",52.414834793933714,12.564646063932358,"Burgweg, ""Zur Insel"" e.V., Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",living_street,highway,879.3,633.1,1038.4,0,0
Büttelstraße,10,,"Büttelstraße, 10, brandenburg an der havel",52.4077193,12.5605274,"10, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,641.1,461.6,409.3,1,2
Büttelstraße,9,,"Büttelstraße, 9, brandenburg an der havel",52.4077819,12.560427,"9, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,631.4,454.6,419.0,1,2
Büttelstraße,8,,"Büttelstraße, 8, brandenburg an der havel",52.407843,12.560270003615065,"8, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,619.0,445.7,495.5,1,2
Büttelstraße,6,,"Büttelstraße, 6, brandenburg an der havel",52.40802845,12.559940801889232,"6, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,587.9,423.3,464.4,1,2
Büttelstraße,5,A,"Büttelstraße, 5A, brandenburg an der havel",52.4082618,12.5596949,"5a, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,558.7,402.2,435.2,1,2
Büttelstraße,5,,"Büttelstraße, 5, brandenburg an der havel",52.4082206,12.559904155449132,"5, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,572.6,412.3,449.1,1,2
Büttelstraße,4,,"Büttelstraße, 4, brandenburg an der havel",52.40816285,12.560026358035069,"4, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,583.1,419.8,459.6,1,2
Büttelstraße,3,,"Büttelstraße, 3, brandenburg an der havel",52.40808560000001,12.56015409686363,"3, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,594.4,428.0,470.9,1,2
Büttelstraße,2,,"Büttelstraße, 2, brandenburg an der havel",52.4078484,12.5605408,"2, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,631.6,454.7,418.8,1,2
Büttelstraße,1,,"Büttelstraße, 1, brandenburg an der havel",52.4077617,12.5606729,"1, Büttelstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,644.8,464.2,405.6,1,2
Butzower Weg,92,,"Butzower Weg, 92, brandenburg an der havel",52.4344957,12.57672504229301,"92, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3798.7,2735.0,1844.8,0,0
Butzower Weg,90,,"Butzower Weg, 90, brandenburg an der havel",52.43446025,12.576267254913544,"90, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3787.5,2727.0,1833.6,0,0
Butzower Weg,88,,"Butzower Weg, 88, brandenburg an der havel",52.4343509,12.576307229460172,"88, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3776.3,2718.9,1822.5,0,0
Butzower Weg,84,,"Butzower Weg, 84, brandenburg an der havel",52.43415615,12.57635135,"84, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3756.0,2704.3,1802.1,0,0
Butzower Weg,82,,"Butzower Weg, 82, brandenburg an der havel",52.4340062,12.57665515,"82, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3744.7,2696.1,1790.8,0,0
Butzower Weg,81,,"Butzower Weg, 81, brandenburg an der havel",52.4344738,12.577439493397254,"81, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3810.5,2743.5,1856.6,0,0
Butzower Weg,80,,"Butzower Weg, 80, brandenburg an der havel",52.43390814999999,12.576646025955458,"80, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3733.9,2688.4,1780.1,0,0
Butzower Weg,80,C,"Butzower Weg, 80C, brandenburg an der havel",52.434039350000006,12.575683754460352,"80C, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3732.7,2687.5,1778.8,0,0
Butzower Weg,80,A,"Butzower Weg, 80A, brandenburg an der havel",52.43395475,12.576354812801414,"80A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3734.3,2688.7,1780.4,0,0
Butzower Weg,80,B,"Butzower Weg, 80B, brandenburg an der havel",52.43396045,12.576044647912372,"80B, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3730.0,2685.6,1776.1,0,0
Butzower Weg,78,,"Butzower Weg, 78, brandenburg an der havel",52.43370245,12.57657058515144,"78, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3709.8,2671.0,1780.7,0,0
Butzower Weg,78,B,"Butzower Weg, 78B, brandenburg an der havel",52.43380875,12.575822480784147,"78B, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3706.0,2668.3,1777.0,0,0
Butzower Weg,78,C,"Butzower Weg, 78C, brandenburg an der havel",52.43384495,12.5751862,"78C, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3872.7,2788.3,2025.7,0,0
Butzower Weg,76,,"Butzower Weg, 76, brandenburg an der havel",52.43365195,12.576017137919742,"76, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3695.3,2660.6,1785.1,0,0
Butzower Weg,74,,"Butzower Weg, 74, brandenburg an der havel",52.43355105,12.576141804406134,"74, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3682.7,2651.5,1867.7,0,0
Butzower Weg,70,,"Butzower Weg, 70, brandenburg an der havel",52.4333241,12.57602388753281,"70, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3656.2,2632.5,1841.3,0,0
Butzower Weg,68,,"Butzower Weg, 68, brandenburg an der havel",52.43320725,12.57585310433778,"68, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3640.0,2620.8,1825.0,0,0
Butzower Weg,64,,"Butzower Weg, 64, brandenburg an der havel",52.43303055,12.575538409368528,"64, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3612.8,2601.2,1797.9,0,0
Butzower Weg,63,,"Butzower Weg, 63, brandenburg an der havel",52.4333733,12.577074526222043,"63, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3687.3,2654.8,1793.1,0,0
Butzower Weg,62,,"Butzower Weg, 62, brandenburg an der havel",52.43288885,12.57563941451135,"62, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3600.9,2592.6,1785.9,0,0
Butzower Weg,60,A,"Butzower Weg, 60A, brandenburg an der havel",52.4326135,12.575177856908368,"60A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3560.6,2563.6,1745.7,0,0
Butzower Weg,60,,"Butzower Weg, 60, brandenburg an der havel",52.43263315,12.575652238374987,"60, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3575.0,2573.9,1760.0,0,0
Butzower Weg,60,B,"Butzower Weg, 60B, brandenburg an der havel",52.4326833,12.574892195131111,"60B, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3560.4,2563.4,1745.4,0,0
Butzower Weg,59,,"Butzower Weg, 59, brandenburg an der havel",52.433227900000006,12.576825815819015,"59, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3666.1,2639.6,1851.2,0,0
Butzower Weg,58,,"Butzower Weg, 58, brandenburg an der havel",52.43239925,12.575141064632994,"58, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3537.7,2547.1,1722.7,0,0
Butzower Weg,57,,"Butzower Weg, 57, brandenburg an der havel",52.43306509999999,12.576648975000008,"57, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3644.9,2624.3,1829.9,0,0
Butzower Weg,56,,"Butzower Weg, 56, brandenburg an der havel",52.43226185,12.574836695162322,"56, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3515.7,2531.2,1700.7,0,0
Butzower Weg,54,,"Butzower Weg, 54, brandenburg an der havel",52.4320922,12.5746675,"54, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3493.8,2515.5,1678.9,0,0
Butzower Weg,54,A,"Butzower Weg, 54A, brandenburg an der havel",52.43199545,12.5752737,"54a, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3499.7,2519.7,1684.7,0,0
Butzower Weg,53,,"Butzower Weg, 53, brandenburg an der havel",52.4327612,12.5765836,"53, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,3612.3,2600.8,1797.4,0,0
Butzower Weg,52,,"Butzower Weg, 52, brandenburg an der havel",52.43174185,12.5751688,"52, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3470.8,2499.0,1674.2,0,0
Butzower Weg,51,,"Butzower Weg, 51, brandenburg an der havel",52.4324338,12.576391205496453,"51, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3573.7,2573.0,1758.8,0,0
Butzower Weg,51,A,"Butzower Weg, 51A, brandenburg an der havel",52.43261545,12.576468639110644,"51A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3594.4,2587.9,1779.4,0,0
Butzower Weg,50,,"Butzower Weg, 50, brandenburg an der havel",52.43153075,12.5750066000905,"50, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3444.9,2480.3,1597.9,0,0
Butzower Weg,49,A,"Butzower Weg, 49A, brandenburg an der havel",52.4322164,12.57621656609326,"49A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3546.8,2553.7,1731.9,0,0
Butzower Weg,49,,"Butzower Weg, 49, brandenburg an der havel",52.432062900000005,12.575942883872411,"49, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3524.0,2537.2,1709.0,0,0
Butzower Weg,48,,"Butzower Weg, 48, brandenburg an der havel",52.43148045,12.573835953411496,"48, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3594.5,2588.0,1747.5,0,0
Butzower Weg,47,,"Butzower Weg, 47, brandenburg an der havel",52.431311,12.5758711964092,"47, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3524.5,2537.6,1620.5,0,0
Butzower Weg,46,,"Butzower Weg, 46, brandenburg an der havel",52.4312071,12.574459104617622,"46, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3401.1,2448.8,1554.1,0,0
Butzower Weg,46,A,"Butzower Weg, 46A, brandenburg an der havel",52.43132265,12.574462099600366,"46A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3409.4,2454.7,1562.4,0,0
Butzower Weg,45,,"Butzower Weg, 45, brandenburg an der havel",52.4312057,12.575788787102804,"45, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3432.0,2471.0,1585.0,0,0
Butzower Weg,45,A,"Butzower Weg, 45A, brandenburg an der havel",52.43102865,12.576632232719298,"45A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3577.0,2575.4,1560.8,0,0
Butzower Weg,44,,"Butzower Weg, 44, brandenburg an der havel",52.43044845,12.57103344901124,"44, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3639.0,2620.1,1792.0,0,0
Butzower Weg,43,A,"Butzower Weg, 43A, brandenburg an der havel",52.43108385,12.57567423871284,"43a, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3416.5,2459.9,1569.5,0,0
Butzower Weg,43,B,"Butzower Weg, 43B, brandenburg an der havel",52.43117264999999,12.575325115366777,"43b, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3416.5,2459.9,1569.5,0,0
Butzower Weg,43,,"Butzower Weg, 43, brandenburg an der havel",52.4309617,12.576136316963565,"43, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3605.0,2595.6,1588.8,0,0
Butzower Weg,42,,"Butzower Weg, 42, brandenburg an der havel",52.43046455,12.5742846,"42, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3316.8,2388.1,1469.8,0,0
Butzower Weg,41,A,"Butzower Weg, 41A, brandenburg an der havel",52.4307891,12.575581033738708,"41A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3383.9,2436.4,1536.9,0,0
Butzower Weg,41,C,"Butzower Weg, 41C, brandenburg an der havel",52.4306373,12.57630819046326,"41c, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3580.3,2577.8,1564.1,0,0
Butzower Weg,41,,"Butzower Weg, 41, brandenburg an der havel",52.4309275,12.575133497102808,"41, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3386.4,2438.2,1539.4,0,0
Butzower Weg,41,B,"Butzower Weg, 41B, brandenburg an der havel",52.43071255,12.575941273372802,"41B, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3385.4,2437.5,1538.4,0,0
Butzower Weg,40,,"Butzower Weg, 40, brandenburg an der havel",52.4302667,12.5715582,"40, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3604.4,2595.1,1757.4,0,0
Butzower Weg,39,,"Butzower Weg, 39, brandenburg an der havel",52.43062055,12.5753819,"39, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3361.0,2419.9,1514.0,0,0
Butzower Weg,38,,"Butzower Weg, 38, brandenburg an der havel",52.4302821,12.574148310072816,"38, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3294.5,2372.0,1447.5,0,0
Butzower Weg,37,,"Butzower Weg, 37, brandenburg an der havel",52.43048,12.574975052562545,"37, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3336.1,2402.0,1489.1,0,0
Butzower Weg,36,B,"Butzower Weg, 36B, brandenburg an der havel",52.4301405,12.57285797384018,"36B, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3347.5,2410.2,1500.5,0,0
Butzower Weg,36,,"Butzower Weg, 36, brandenburg an der havel",52.4299549,12.573626907492493,"36, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3296.0,2373.1,1449.0,0,0
Butzower Weg,36,A,"Butzower Weg, 36A, brandenburg an der havel",52.4299547,12.572852501247358,"36A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3348.5,2410.9,1501.5,0,0
Butzower Weg,35,,"Butzower Weg, 35, brandenburg an der havel",52.43033425,12.574859402279008,"35, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3318.2,2389.0,1471.2,0,0
Butzower Weg,34,G,"Butzower Weg, 34G, brandenburg an der havel",52.430025650000005,12.5713943,"34G, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3875.2,2790.1,2028.2,0,0
Butzower Weg,34,F,"Butzower Weg, 34F, brandenburg an der havel",52.4299787,12.5716491,"34F, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,3366.7,2424.0,1519.7,0,0
Butzower Weg,34,B,"Butzower Weg, 34B, brandenburg an der havel",52.4298512,12.573188,"34B, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,3326.2,2394.8,1479.2,0,0
Butzower Weg,34,A,"Butzower Weg, 34A, brandenburg an der havel",52.4298557,12.5734262,"34A, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,3310.0,2383.2,1463.0,0,0
Butzower Weg,34,L,"Butzower Weg, 34L, brandenburg an der havel",52.42975405,12.570874623144713,"34l, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3875.2,2790.1,2028.2,0,0
Butzower Weg,34,D,"Butzower Weg, 34D, brandenburg an der havel",52.4299802,12.572474055611805,"34d, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3366.7,2424.0,1519.7,0,0
Butzower Weg,34,,"Butzower Weg, 34, brandenburg an der havel",52.4298459,12.5738827,"34, Butzower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3279.1,2360.9,1432.1,0,0
